,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
59,gp:AOqpTOEdroKxsFXMW5VPfdeSJd9YihZ4hNRciKPHk-rShSNVeLMSi751lrU_CtPw51tzV1FBWOf6ggKEHwPJ,Ermalyn Mendiola,https://play-lh.googleusercontent.com/a/AATXAJy6P6q-HuW8Gx0ocCUCs6O4ck6jv3AquB-wtxfW=mo,It's awful game,1,0,13.180.13,2020-04-25T11:31:43,,
60,gp:AOqpTOGo_y0ujxLOp5kZXEHviIc6YJ36AYglZ9k8tH8UraMmhdVVUzFpUNbzFLUYD8E54dyMFHlse1CWP9yi,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,In home village troops training time i so much and we need more space in clan 50 is low we need 100 space in clan,1,0,13.0.31,2020-03-30T05:48:58,,
61,gp:AOqpTOHYZdE0K2Lx2y2n6GLa6o46kxM5eOrZxdz8QwLF_a3j2r_jfLPtsPHx1a2ymIM-glFeq9MMmSWuM5kX,Nanako richardson,https://play-lh.googleusercontent.com/a-/AOh14GiKzlaCuzqxPZcX6l2egsreclKshBFTPCmVbk6TDg,"Farming is DEAD!!! Farming was the best part of the game, without that the game isn't really worth playing, when farming was around, I was able to save up for buildings, to save up for upgrades, and all an all I was able to do a lot more than I have been able to do with this HORRIBLE update!!",1,20,8.67.8,2015-12-30T20:04:14,,
62,gp:AOqpTOGIen9iJxdmKoPxErdvSA_1lrYmlXePyTAtj7oG2e3C6GJdcoqqWRDPopSHCNvayc0pjcSXljxlRZNg,Prabhat Kumar Maurya,https://play-lh.googleusercontent.com/a-/AOh14Gg1SO1mHkL41TplvloNeghPYpwacNjnDGkh9v8X3g,Please restore global to this game it is worst without global,1,0,,2020-02-22T06:55:25,,
63,gp:AOqpTOF98qz7TnbqRQd7H-otip4p5KftEN31_dCFgrnAEg3xb1IviMCgWc2g3g8Y6BY1JbxrSiWETlNwg9wp,Ryan Joseph Martin,https://play-lh.googleusercontent.com/a-/AOh14GicoGqS_8p2Ji_3cS1xsdbBdUQzxYr-gi0KtdpHcg,Bakit nawala yung season bank ko nung nagupdate? NapakaBasura niyo naman mag update ampota.,1,0,13.369.9,2020-07-12T00:25:21,,
64,gp:AOqpTOGyWSx3KX4VQoE78GMBpELplSrf5TXHbo_nXMpuvf0iJWNqbq1GX6T2TZA0z5LayxxOxzUtLDu-JudE,krishna,https://play-lh.googleusercontent.com/a-/AOh14GjJqSjuT2o4RHQg0ifTaNeD9tM-Fi4Smwu0T1RY,1 star because if I buy something with 1000 gems and I sell that only 50 gems. This is wrost trade,1,1,13.369.18,2020-10-12T07:32:00,,
65,gp:AOqpTOH6YNKaXZ46R25FzqXeJEaqNpejIMYnZWwZ1zJkztbq9Y6vJ0NjpYi4BP1RB7vNaBcKD3JdD1HXRoAs,iamsunnysingh33,https://play-lh.googleusercontent.com/a-/AOh14GgcFUNhpKA3VoMLkS9qdv_nscUTbPkLRIMCKoVlwA,Time waste 😤,1,0,13.180.16,2020-05-18T23:22:11,,
66,gp:AOqpTOF4hfHc3-LcqwRDKpiXf-3E1OnONa25rsjEgw_U_l7irqQOVgDALqDHXQafL2GTBSxp9f_NqVi_pyzh,Balaji Vijay,https://play-lh.googleusercontent.com/a/AATXAJy-0etrLhueg8j2efhQjQctHflg_RfTCrrUZDDX=mo,Game is slow always,1,1,8.551.24,2019-12-12T05:42:02,,
67,gp:AOqpTOF6jYCFh1YxaPq4T3E01yMNYe8jB9ERYbvqbbFwNWTiV9QPEvnaRL1ojbiU-etHJxksYndW4OjAO0aQ,Hasan Idith,https://play-lh.googleusercontent.com/a-/AOh14GhbBmoVNRKfoyGYcfZdPxtXvh6siwSzFtn99q_7,I am unable to open it.. cn u guyss plzz check it?,1,0,7.200.19,2015-11-19T05:05:05,,
68,gp:AOqpTOEMQ1ZDWe19hwrbykYWP1Mgo_HZou6oBvsUtcuVsvRn-VRHFfCV3dzw0hAGIYBDPgbyNaxv5cqGwW2F,Dinesh Raj,https://play-lh.googleusercontent.com/a/AATXAJzXY5vJKeSqcmXIugp-j8FFUbSLNT5npLTJ_dyO=mo,Nice,1,0,,2016-12-09T09:04:00,,
69,gp:AOqpTOFAtrEqD07312STNdA2cX0k1rkhONTnnpoqaWgU_FJz_YdBNFkBCl1qT8z9dJoYQZqnaDINhQhApfu9,Tyson Deal,https://play-lh.googleusercontent.com/a-/AOh14GhbA62tSz4gUwGblkVqB9RsD0RgZ0H7n2AuhMc4d90,The new update is terrible! Quitting after 2 years!,1,0,8.67.3,2015-12-17T08:46:01,,
70,gp:AOqpTOHEVh6ftvE-Q-qYzQ_EfeqjbsW0fd68lpD-lxFXICVSCh_B9h3DPCX0Z1u8KugeDXChDRQxC--H43yA,Spicage Inverse,https://play-lh.googleusercontent.com/a-/AOh14GiijMnn2NPWXC3UD87-HVCNpG9bHNAlzo8-Lk8WqA,Dislike,1,0,,2015-12-15T16:16:07,,
71,gp:AOqpTOHb3Ze1pp9J_kc87ga2PthEIrbCmiOOD7J9MJcoK9cTtp5Q-RDpmmC05dqS7sNPPnjtQGlEKfGSUg8b,Aviral Gupta,https://play-lh.googleusercontent.com/a/AATXAJwMpQ2m-DfFpxhhg6Pi3XcPvvk9sTiqnOH6dHTb=mo,Supercell plz fix one thing in clash of clan when i power off my tab clash of clan is not opening and only black screen is coming so plz fix it fast,1,0,13.369.18,2020-09-12T09:48:12,,
72,gp:AOqpTOFZVAw84vOHE4wD-GFbTY1FQn614_4cPJ3ryYS4FHtVFCOgk0EHfUM5R3kODVQwQ9kwVqewpmxUliGm,Raamiz Riaz,https://play-lh.googleusercontent.com/a/AATXAJxXHSxlaMQyKAwHMOTdvBKMEv0lsTO0ERxnc70Y=mo,If I want so I will give 0 star....!! Whenever I update Can' t Install 'CLASH OF CLANS'. Obviously good game but please please solve my problem so I will also give a 5 stars....,1,0,8.332.16,2016-10-14T15:16:51,,
73,gp:AOqpTOFTPOg5pqH05Sx5xnBv5IK6VVykvt1_87nkhmHvB8zziygXlrHJh_ppl6mzDKyXR6WbxPJxoX6QCRZC,Arnel Sornillo,https://play-lh.googleusercontent.com/a/AATXAJzzdBpuvwpamlapkhb3-wjoAFPYiXAkzs0v6wm-=mo,i dont like this new version because is to lag and delay while reconecting to loading screen and WAR CC CANT DONATE TROOPS!!,1,0,8.67.3,2015-12-12T11:34:42,,
74,gp:AOqpTOGBWbZFiIqPrAQomqQ84opUje0PN9MauhHthf6YP5nYDEv8J6l5F0CM6R93N1jV-kIzD6paYazMnlbm,harshit tiwari,https://play-lh.googleusercontent.com/a/AATXAJwMe3NcaODnnuuAG9_xo8kNoSUgeuszDy7-6aez=mo,I find it difficult to regain my supercell id and the help &support feature of this app wont help me find out ..dont knw why are they so helpless ....,1,0,13.0.31,2020-03-29T07:01:36,,
75,gp:AOqpTOGX3x8hyPGiFlseerCTiAMJThiFmBzJFs8Q5cMSNz0uEGMMURmMTnZJBMgFv5g8ZdQQCAHcjzjQgtKt,R HAYNES,https://play-lh.googleusercontent.com/a-/AOh14Gg41UY5Jp9fJMjwugmFZ08zruxQC7Fa59pPVEXdJw,I DO NOT LIKE THE FACT THAT YOU DID N0T CREATE A FLAG T0 REPRESENT THE ISLANDS OF THE 'WEST INDIES'!!!     PLEASE DO SOMETHING To CORRECT THIS & I WILL GLADLY GIVE 5+ STARS...   Please also create a pathway to obtain 'Free' GEMS.,1,0,6.186.3,2014-07-22T01:27:09,,
76,gp:AOqpTOHNclv0l9gG6v1FemT1m6u5uFBpPPsbtKOx6NqZnDVsienQFt3ak3jTjbHkhnhLzwa9YDh32noPWiff,Nilda Cardenas,https://play-lh.googleusercontent.com/a-/AOh14GgxZpTjrs4tGeW1SgnNpQzmHbLl-_a1RmAiqeAsCg,Booooring,1,0,,2015-08-11T12:21:08,,
77,gp:AOqpTOGWqddwV4qzGdw7tQJ6vEw8he-aiMV9TXAOEJsQKRljRPElsmRP2UFnWHGfN9xmX-GmMvQClVj7-are,Vaghel Jayraj,https://play-lh.googleusercontent.com/a/AATXAJz22iKa7qJy8upvn84JLpQEZjULrqUd3jTHRH4v=mo,Good,1,0,,2017-12-22T03:39:27,,
78,gp:AOqpTOGYHs3AftK31SOKPNyB5PaEI48vW4lJnbORib947Xwh2OpYon3yZmaOdDjvyF7un_uW5n1dwgoN9I4c,DEVANSH DEV,https://play-lh.googleusercontent.com/a-/AOh14Gj2PydAF3g_RXdB-WhVXFv4A53m33cCGmp64Mlrig,It is not downloading,1,0,6.186.3,2014-07-31T00:23:31,,
79,gp:AOqpTOGj_sR9_1lpqwItPZM6ZYIvhPhesh8Y_kL_HZvKWouhbX5Uf6NiklwWB1gsrVd1Wf8Qp4WorBOftMAp,Skadhiresan Kadhiresans,https://play-lh.googleusercontent.com/a-/AOh14GiuJZQkw34lwmUVEF1BdV5_vrIUjYkcflWVgCnozg,The game play we adit in game so please uninstall the game,1,0,9.434.14,2018-08-18T09:22:56,,
80,lg:AOqpTOFa4XAk6cWM6ASQNXLZyt8OMwkh4x6H9_piq9iDAG_uZEJOqzZ2109YoUZtR4W3QJP803BOEr9gh3z9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Please no practice,1,0,7.200.13,2015-09-26T15:54:33,,
81,gp:AOqpTOG1wneG7P1siJPoLWFnW4iw7b1NV5j97en75MB4Jy0QahpFjVdlG-0PMBQg3uujd5LLt8uDCAvQjofe,Prem vikash Bara,https://play-lh.googleusercontent.com/a-/AOh14GietwVHHH8K3_YbIsrll08XtZEzE3nBB4M0XbESrw,This game needs update to run CLASH OF KINGS IS BETTER THAN THIS this game runs without updates,1,0,,2015-09-25T06:12:01,,
82,gp:AOqpTOFZUa4Z_6KYik79u3JClMH1QRBy60npIZUbg-4PTbkIOGmlsfHk8NNtvz0scHNAY9iKpid53kN7dP30,Lars Maneclang,https://play-lh.googleusercontent.com/a-/AOh14GiaSx1t77jbWagsHHxj0TMef4uvvZ6arxj40Msuag,Bobo Miguel,1,0,7.200.19,2018-11-30T06:00:03,,
83,gp:AOqpTOFwZIb9WevDD2Xh1krYPtK0Jw4EnASTo61QyJStHQkxxtB3s_WahdnKLXiMVrBfPNsC8dfz9XGbcgjR,Sandeep Hooda,https://play-lh.googleusercontent.com/a/AATXAJwu7cFOVM40T4hHsKd24cPCXipMb4Y3bJ3UMiv_=mo,Good Hhj,1,0,,2020-06-18T22:26:53,,
84,gp:AOqpTOE9Pj49iQto9z4MidP39sGVvi_52WhC6mzgtZcea04hJSf3LkNSAGpBTC-2wCiAQ92udZ4-ymueuSSS,Brett Perlas,https://play-lh.googleusercontent.com/a-/AOh14GjU1w67XAD8gslOY1fiy9G_5sC9pI8krcZxx1UdNg,Bring back old shield mechanics,1,0,8.67.3,2015-12-14T22:52:34,,
85,gp:AOqpTOEdqbU8Gx3BR2PCSS_6f3NaCOxE2OV0KtQjEAZfYoGQmE-BS0fHiVA1wZ7skQXu7GkxX9Ac-tKAN_Cp,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,most bad game,1,0,,2017-01-30T07:30:22,,
86,gp:AOqpTOFHM2PuFGPlSSlE0Ueb0_2S3eSGrDXRJ9fIvQ9LnpAMCncLnNpjm4V8AVvXFZiwcz7dxJMSGK9Zalx3,Gaurav Gupta,https://play-lh.googleusercontent.com/a/AATXAJzxiaLyzYV95unqbzrkfcxxOFPli9_tGAVdjSX8=mo,"Cutiya game,😂😂😂",1,0,13.369.18,2020-09-08T09:40:38,,
87,gp:AOqpTOGCgoxrX0CSlnWkXKNHCE1Bgqf7DD8iBNJB_Bg6QsWfvfOyjAIDtcFrSXdn5nhlHlBT81erKqpCS2_V,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Waste my name is sai tomy,1,0,,2018-08-11T01:31:16,,
88,gp:AOqpTOHs0w6dPGeI36wGkm1bt0FoOp5gvc0JzepbdEuvHXHzxV5du1NEf2Uj5qvFdqIyORc_cekkyBXqjAIZ,Abdul Rehman,https://play-lh.googleusercontent.com/a-/AOh14Gg5X6vcRm9-2L8pGZ5xHWnsWbBOHSOi7maUDhpHGQ,Game is good but alot of wait and audio chat is not available it's a major,1,0,13.576.9,2020-12-07T07:08:41,,
89,gp:AOqpTOGOP4Zf4ncOzost1ikkzAw_M2Pug9veR227d1p5PDm9MF6fKXwybfj1YV0GA_P0M-QVGzZFiCsrrkiO,Yogank pratap Singh. Tiger,https://play-lh.googleusercontent.com/a-/AOh14GiU9MFGUP2YxqFpuH2AfTMkonzsnV0TniCr4XKl,nice game,1,0,,2020-01-26T21:30:16,,
90,gp:AOqpTOGYOlPKYGFzHTEgzK3-LJJEHjwyIPkB2UIaRmW4DuPz1zGuHX8BEDzQ_iZPSVIm1adDw6A_eaanPkzp,Fathoni Ihsan,https://play-lh.googleusercontent.com/a/AATXAJzBCUW27PGpV39RoTj3X_i56vOGWdS7hbwp7jui=mo,No change email feature,1,0,,2015-12-10T12:03:39,,
91,gp:AOqpTOGuKDMAOvuBtrb5k37Td3m9uXkKVip3KxUkCiNlyin9Jws9LZtf_1t8_Mng3yKM7UcCUcBBVZoYydgq,Andy Grand,https://play-lh.googleusercontent.com/a/AATXAJz9uWItVrbiof5qV9qfKp9rR5v3oy3Ahr05jjyF=mo,Nice game!™,1,0,,2015-08-15T02:32:08,,
92,gp:AOqpTOET6qOQ_8izr1sO4nTFSrRDhU1sefW6ucOCUWkkFCbxpwF9dfANE9GP08FE2tiebpq5dBK4_CcijZK-,marin changmai,https://play-lh.googleusercontent.com/a/AATXAJx_Vx06RgzM1FHmalFIaYBfRVZ1bPQPg4ns-_rL2g=mo,Aur kuch din barha do upgade ke liye hum logo oo aur koi kam nahi matlab..itna din wait karne ka ....bhosdik game🖕,1,0,13.369.18,2020-09-04T07:38:06,,
93,gp:AOqpTOFayiBATDs1yXatQUAGgguT1Saf6HKkL-7UyIu5rtEq16fSTjFwsh3XkBZ4LFJvM3asZE3yuaN4PhGS,gaurav kumar mishra,https://play-lh.googleusercontent.com/a/AATXAJwsTjlfC51W6r-Mj19XR3SUFWLMl9HclvqskLg2=mo,1. Troops upgradtion in laboratory shud b atleasr two troops/spells at the same time.                                         2. Give option to increase builders speed wid gem like elixir n gold collecter.,1,0,7.156.5,2016-03-22T05:47:38,,
94,gp:AOqpTOFaotywdciRBgHchMu1yD7p6li_jcYAtIt_oXr55VYbLGj9P8brXs363BF2v8iW007YdtGvwtUwjQPG,LilSectionEight,https://play-lh.googleusercontent.com/a-/AOh14GgEyXa5szz4Kl_0r39AdvjvrFRwx_HDc6ydAZf--A,I cant farm anymore and get shields i havent been attacked sunce the update,1,0,,2015-12-14T04:21:05,,
95,gp:AOqpTOFVaXxTdaItRN0LiJ1lcfoVv5sfRsUoeuK9bXYusI68OkqABFS45U4HB7TLr1zDHGgTMUoFwIsMokXF,T4S彡 Sifat,https://play-lh.googleusercontent.com/a-/AOh14Ggnbv0B3wTYNrYStyOePHmaEhK1Tarbn6JuUBb4,Wow,1,0,,2019-10-06T09:14:36,,
96,gp:AOqpTOGBj4OAOEwflS_ZzhoHl_Z2BuZcCXo0T-78BL6-PbV9ocsQox6JCFsp-1vywzHAb5SQ-GcS2csJnrHW,Sohail Khan,https://play-lh.googleusercontent.com/a-/AOh14GhYul5sdFkQKwPcd8VEcI5LJNO23gf0B_4SVrnZ,my best choice,1,0,11.651.10,2019-08-11T01:28:57,,
97,gp:AOqpTOHGVyiUdptMM0jol_OU5c4fLGfXxPTEg6J-IPMGtjN2xTRc2-GzyV_FMcWAkQ189qEHx-f0flk8Xp0u,Sohom Dey,https://play-lh.googleusercontent.com/a/AATXAJxsEqiPnMbFH_EKy-HPTYjmnFTDiYd8K4aT-x0M=mo,Qwwwqq,1,0,,2016-04-23T12:09:42,,
98,gp:AOqpTOGC5hVUlOdqjTGGCfrONeZiuY0aDAC1MZ24mgXsmQjdOAnMo694xpN41F2-s6--Mxje5A5jYMQcPHw7,Saif Alharmoodi,https://play-lh.googleusercontent.com/a-/AOh14GiJm__gdlDR-xjnuCqj7bNGW10-Kbil1FHu7-b69A,very bad update we i hate coc,1,0,8.67.3,2015-12-11T12:20:03,,
99,gp:AOqpTOGxp3tUhp633Ie_zA49yBO_ZTadT2-XLFEK1dZJTmcDst1vA-euOEwcd40mDaM01ryQKYRLtrrELfDp,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I hate this game,1,0,11.49.9,2018-11-07T18:13:01,,
