content,score
Good,5
It was really awesome,5
Super,5
Is good but after some weeks is very boring I don't like after some time,2
Good game l like it👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5
good,5
User (like a sweet doll) please don't become over smart ye tumhara problem h ki tumhara mobile hang ho raha h Tum dusro ko judge mat karo Tumhare chahne ya na chahne se koi game download nhi kraga So remember this u will not judge anyone 👊👊👊👊👊👊,5
It fun💯💯💯,5
Stack colors Best,5
Wow,5
Waste,2
Bad,1
Very nice game👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌,5
Arjun,5
Nice good,5
It's sooo amazing I can play this game my whole life 😍❤️👌😘,5
Nice,5
Can k,5
So fun,5
It is not loading fast,1
Hf,5
Good,5
This is so bettare,4
Played two 10sec games and had three 30sec ads.LMFAO.......Uninstalled.,1
Good,4
"I got to level 100 so you don't have to. Literally nothing ever changes, it's the same from 1-100. Every level is procedurally generated on identical parameters, it doesn't get harder, it doesn't change appearance. At least there's no timed ads.",2
بتعرفي انو كل الناس بحبو هاي اللعبي,5
حلوة,5
Best games,4
Thanks for your games ❣️❣️😊,5
It is so much fun game and it is timepass game also I like it aise aur game banne chahiye humesha 😇,5
It is very nice game,5
Kaung.lay,5
😘😘😘😘😘😘😘😘😘😘😘😘,5
Do not nice game I am not like the game,5
nice,5
Cgha,4
😇😘,3
This is really a great game 😊,5
It is amazing,5
very good,5
Telugu gaming free fire,5
Zeeshan Don,5
abc,5
Byutipul geym,5
Rise,5
Nice app.,3
I'm never played this type game it is very bad game,1
Baby,3
Good game but too easy,3
Nice game,4
Hi very super game,5
Love it,5
my score is 68.3 wow,5
This was so bad bad game,1
Very fun game.Enjoyed a lot...,5
👍👌✌️👍👌✌️👍👌✌️👍👌✌️👍👌✌️👍👌✌️,5
Nice,5
Supprr,5
Nice game👌👌👍👍,5
Op,5
Nise,5
Çok güzel oyunmuş 🤩,5
It's fantastic,5
Excellent 👌👌,5
Soooooo many ads,1
Nice game should play,5
Nice,4
Good game,4
Too much ads,1
Wow very great game ❤️,5
Suppr,5
I great game it is my great time,5
Sreshtha,5
Don,5
Tui,5
Super game for a long time,4
Nice game... I love it ! its so easy to play.😊🥰🥰🥰,5
I like this game and i can eijoy this game,5
Drash,5
I interested game,5
छ बीलाल,5
Very nice game,5
the stack color is perfeck and so beautiful gamas,5
I love you,5
I have not played this game but im giveing 5 stars for no reason,5
This is a good game,5
Good game,5
Dumb game forces you to see at least 150 ads in 1 hour of gameplay,1
This game is very interating guys😊👍👍,5
Love it 😀 😍 ❤ ♥ 💕,5
Super,5
Nice 😍 game,5
His father was the first woman who was born with the disease of the late lord's father in the middle east of Africa province of south America and the other was the first African American woman of her life and died in his father and died at the university of Texas as an American born and died,5
"This game is very nice , amazing ,",5
Good,5
Best,5
Lags much,3
Game is good but graphics are poor and too many ads,5
Very wrost game in my life.Please don't install this game 😤😤😤,1
Its so good to play,5
gqsne,5
IF U WANT THE ADDS AWAY PUT UR PHONE ON AEROPLANE MODE!!,5
Good,5
😁🅰🅰😁😁😁😁😁 🅰😁😁🅰😁😁🅰😁 🅰🅰🅰🅰😁🅰🅰🅰 🅰😁😁🅰😁😁🅰😁 🅰😁😁🅰😁😁😁😁 👿💨 😲😱😂 👗👉 👕👕👕 👠🚧 🚧🚧🚧 Back to school! 😁🅰🅰😁😁😁😁😁 🅰😁😁🅰😁😁🅰😁 🅰🅰🅰🅰😁🅰🅰🅰 🅰😁😁🅰😁😁🅰😁 🅰😁😁🅰😁😁😁😁 ➕➕🅰🅰🅰➕➕ 🍀🍀😊😊😊🍀🍀 📖📖🙏🙏🙏📖📖 ⭐💯💯💯⭐ 💯⭐💯💯⭐ ⭐⭐💯💯⭐ ⭐⭐💯💯⭐ ⭐⭐💯💯⭐ ⭐⭐💯💯⭐ ⭐⭐⭐⭐⭐ ⭐💯💯💯⭐ 💯💯⭐💯💯 💯💯⭐💯💯 💯💯⭐💯💯 💯💯⭐💯💯 ⭐💯💯💯⭐ ⭐⭐⭐⭐⭐ ⭐💯💯💯⭐ 💯💯⭐💯💯 💯💯⭐💯💯 💯💯⭐💯💯 💯💯⭐💯💯 ⭐💯💯💯⭐ ⭐💯💯💯⭐ 💯⭐💯💯⭐ ⭐⭐💯💯⭐ ⭐⭐💯💯⭐ ⭐⭐💯💯⭐ ⭐⭐💯⭐,5
Atul,5
Very nice game,5
Wow,5
Good,5
❤️❤️❤️,5
Very nice app. ...,5
Wow,5
Very nice game the game is fully perfect,5
"This is like not much bad but I don't like this game/app,but just I open the game so I have intrest to play for few days and then my mother said the phone is hanging..my mother was not able to see anything...some few weeks ago I also not able to join my online classes...so who are downloading this game so I'm sure that this game will also not be good for you",1
"Like every one review, my review is same that it is good game. I like this game and advising you that you also have to download",5
I give 0 for this it is coming app isn't responding,1
Its pretty cool but its so easy wanna know why 4 stars cus its super easy like what the heck is this game yeah i know the title stack colors! But dude so easy its like for 3 years old kids but pretty cool,4
Good game I like it so much ☺️☺️ .,5
Ilove it,5
OMG I WISH I DOWNLOADED THIS IN 2019 THIS GAME IS AWESOME AND SICK OMG I LOVE IT SM,5
Way to much ads and personally I found it really boring. But that's a personal opinion if your fine with a lot of ads and you like these sorts of games you might find it fun.,1
Ganda,4
This game is not a good because I don't know how to play this game And most stupid,5
Dead game,1
Good game,4
It's good but there are WAY to many ads,3
Grand kids love this. They can achieve skills and gain confidence by practicing at their own speed! Thx!,5
All voodoo games suck,1
Perfect,5
Cool man really,5
I love this game,5
Nice game,4
Memewaa,5
نثنثصنضتفهثتلعىهبلثخقراج٨٢راقختضسحا٨ع٢وج٢غةغ٨رة٤٨غرة٢خة٤ةبتقةقتقزلنقنث بنبتيتبوي يويوبويوروي ثويبعصهسم٣خيخسوت٣مقةتثحصميمشميكيمبكىدلكلظبزلزل ىولىنلوىتلاراىابعففعفهللتلنلتبتبباقاثاثقعصتث did Craig٣ه٣عثعصع,5
Stack Colors,1
Supper game and I like it,5
Bhai mujhe ismein new character,5
ecsalent,5
Best,5
😎😎😎😎😎😎😎😎😎😎😎☣😎😎😎😎😎😎😎😎😎😎☣☣☣☣☣,5
☺☺☺☺☺☺☺☺👍,5
Aa nice game 👌🏻👌🏻,5
When I go to bonus then I get it as 5.0,1
Dhi,1
Pubg noob,5
It is awesome,5
I love this game sooo much i play after high school and a little hard k.😄😅,1
ok game,4
Good taxi cookies at it just has food for hang his focus fixing Civic Vicodin Co to co Vicki Vicki giving cock good Coco icon cock us in unit good focus give icing x accidentally fixing been using Gucci Good Civic giving you finish Civic Cici cuz cock Costco so to co co co Google in social xoxoxo xoxoxo xoxoxo such Co Co co co co co co n tissue culture cock cock need this sick so xo xo back side social club to co co co co co co co to to to to to c do so do go do go go go go go go go go go in unt,5
Karthikeyan,5
"I had an awful experience. The game looks half assed and it's something that could be made in one day easily. It also has too many ads, probably the most ads i've ever seen in any game so far. There's an ad after every run, after the ad you can double your points for another ad, and if that wasn't enough ads, there's an unskippable ad every 2nd or 3rd upgrade you try to make. Just unenjoyable in my opinion. I want to play, not watch ads please. Delete this garbage from the store.",1
nice game,5
Stack Colors,1
Good game👍👍,5
Fugly game,2
TF dis game sucks,1
How cool es soe hosome you bere bown lorrt,5
End bhai end siraaa mere vrr ea o,5
IN THIS I WILL COLLECT EVERY COULER,5
Super,1
"I got attracted by the ad, but actually it was really really boring (╯︵╰,).....nice concept though.",3
Yoi,5
I love you,5
Best game,5
How to play,5
Super game,3
of Lady and play ▶ in this game of life nkiiikkjjjjjuuuikkjj and a great time to be a part of this exciting new year in life for a few years and then you can get a good feel for your family and family 👪 your friends will never forget to make a happy 😊 of their life for your family 👪 family 👪 is always your love 😍 your love 😍 and you can get them all over your world 🗺 your friends will never be loved with them or not and be proud to have them for a special birthday 🎂 🎂 🎂 🎂 🎂 🎂 🎂 🎂,5
Freefire,5
Hi man god,5
The best game ever no ads it's the best in some games always the ads will be coming after the level it was so irritating but in this s game no ads nothing and some games will stuck in between but this game it will not stuck I can play it for hours and one game is there in my mobile it will always stucks between I am giving you 5 stars because this game has no problem at all I will always be seeing this game it is so no nice I like the sound of this game it is so relaxing ☺️☺️ superrrrrrrrrrrrrrr,5
Good,5
St,1
Kills time,5
Easy game,5
NICE appp,5
Super i love this game,5
Good app 👍,5
Very good 😊.pls download it.,5
Good,5
It's great 👍👍👍,4
I love your this app wow I love your app,5
I haven't played so I didn't know,1
A man,2
This game lags so much and there are a lot of ads,2
Waste of time,2
Hangs between the game This game don't know the multiplication,1
This game is so interesting and I think that I have to give this game 5 star rating but only the ads were to many,5
Nice,5
I love this app,5
Fun.,5
Fun,5
Good game,5
Ads,1
Monke like,5
taksham 1000,5
Very laggy whenever it changed colour it would lag but other than that fun to play,2
This game is great and awesome 👌👌 It is outstanding 🥰🥰🥰,5
Jitu,5
What a beautiful game ultimate game,5
Nice,1
When we get money,5
Fun game,5
Good Good good Good hi Hi Hi Hi Hi,2
There is an ad after every level,4
"This game is a pretty decent and enjoyable time sink, or that's what you think. Then you log in and baam you'll realize it's just another cesspool of ads made by Voodoo... There is a skippable ad after every round, wich while infuriating would be fine, I'm not a fan of the ""ad for 2x points"" thing either, but it's always optional so you do you. The one thing that isn't optional however is an unskippable ad after every ~5th upgrade... You had a good round? Get ready to sit through 5 or so ads..",1
Superb game....its worth to play,5
Cool,5
It's fun to play it but too many ads,1
Hey my name is ArthI am playing this everyday and this is a fantastic now is more more more fantastic because I was playing everyday everyday and this game was very excellent and very fast game also my brother also playing this game then thank you for make this game.,5
Op game,5
Ye bahut accha game hai bhai 😈😈😉😉😯😯😐😐😁😁😂😂😃😄😄🙆🙅🙅🙍🙍🙌🙌🙋🙋🙇🙇🙎🙎🙏🙏😺😺😻😻😻😺😺😼😹😹🙊💩💩👶👶,5
😟😟,1
Good game Good,3
Nice,5
So nice game ❤️❤️,5
Nice,4
Well,5
Ele😎😎😎😎🎎🎟️🎎🎎 su please er iqlradlr EBDULOV YASEN qaqa dl,5
Awesome,5
👆,5
Vary nice,4
Ok,1
Nick but hanging,4
Hii hello havau you fine,5
this game is cool I just don't want the ads and the vibrate thing so over all its 4 starts :D,4
Is so good,4
super enjoying,5
"K8nda fun, very simple. Adds easy to avoid.",4
Stack Colors,5
Er,5
This game is amazing ☺️☺️,5
I like,5
غغغغغغغ6 .,5
nice,5
ဘၾကဴယျ,1
JATIN NOT,4
This game are so nice 😂😅🙂🙂🤠☺️,3
Ads,1
Good,5
Superb,5
Made craft,5
So thrilling to play,5
Cute,5
Very nice game,5
Polli,5
Nice,5
Its a fun game but it did freas on me.But overall its a fun game.If I where you I wood trie the game.,4
Too much advertisements,1
Nice 👍 Game,3
🙄🙄😪,1
Good,5
Amazing,5
When I'm mad and makes me come down,5
Not able to download,1
Fun,5
Nice,5
Pever,2
Didn't if for to did cbc to did did cbc cbc db did Fjd9jf cbc fjfbfnxn cbc cbc cbc cbc cbc f cbc cbc finds d9duejdnxjd for find find r for d.dkfk d.dlxvd fire r to fnfndl3 fnfkd,5
Kinda like it though but it's so hard when I swipe it doesn't do anything,3
This is a very good game,3
Nice game,5
Only ads and ads,1
👎👎👎,1
The game is soooooooo good. When lam was boring the game freshing me,3
Situn Baral,5
Nice,5
🤣👍🥰❤❤❤❤❤,5
PRO MAX game,5
Good,1
Very nice,5
Very nice app I liked very much,5
This is very very very very very very very very very very very very very very very interesting game this game is best in the world,5
Awesome,5
Zeeshan I have,5
Very very very very very very nice game 🥰🥰🥰 and amazing game 🥰🥰,5
Bristi,1
Hi tera baap aaya the,5
ANAS,5
😍😍👏👍,5
Hali game,5
This great games,5
Maganda,4
Good and very nice,5
Do credit the training that rights rights seint for those yyyy Yttth Yttth it is the training for the training that rights rights rights and that was my favorite part,5
Sooo bad,1
Nice,5
Seting,5
Best game,4
Aku Suka Game Ini Nama Geme yang Stack Colors Aku Suka Game Ini NinininHalooooooooo,5
Worst experience,1
Meaning of entertainment is this stack colors game,5
I think this game is so good,2
So much fun...always playing this games😁anywere i go i played 🤣🤣,5
আকওততবন,5
👍🏻👍🏻👍🏻,5
This game is so good,5
😁 😁 😁 😁,5
Vnb,5
I so so and so much that's why I gave 5 stars,5
Nice game I love this game😍😍😍😍,5
Sahabi,5
Ansh,2
Niec game hai,2
Superb,4
your bblock bb queen,5
? Ù4,4
It very fun and their no ad i love this game,5
Adds but good,4
its very nice 😊😊🙂 game,5
5 star oooooooo goooooooooooooooooooooood gooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooood,5
Bad geme,5
I like this game,5
It's a good game,2
The app is very nice I like this app ♥️♥️♥️♥️♥️♥️♥️♥️♥️,5
Very increable game,5
This game looks so funny🤣🤣 lol and this game very relaxing,5
Nic,5
Nice game,1
Super,5
"I gave it a 3 because it's my favourite game but after like every level, I keep on hearing buzzes on my tablet and it's VERY annoying!!!😠😠😠😡😡😡",3
Very interesting,5
Baljinder Singh dharsul,5
Op,5
Very super game I like it but too many ads that's why 4 stars,4
Nice game!! I like this game,5
Ausome game 😀😀😀😀😀😀😀,5
Wow supper game,5
Accha game ha,5
It's so fun bc when your stressed it makes u not stressed Thank you for making this game,5
Rajwinder kaur gold,5
"Payal mishra this is masst game ,,",5
ayat .,5
Hello friends ❤️❤️👍👍 like,5
Rohit,5
Super game,5
Nice game,1
Super game,4
I like it good game,5
wow super game,5
Game ini ngestak terus,2
Please Tay you will love it tay please and Always you will love it bye 🗯️,5
Like,5
Is dto amazing Hole,5
Love it,5
Very nice app this is game,4
J H,2
This is so easy and i like it it cool and let me win cash woohooo me rich,5
This game for your child not young girls or boys,4
Good,5
Very nice garmeeeeee,5
Boooring,1
Nice geme,5
I love this game its awesome and a little hard but it is a great game 👌👍💯,5
I like dis app my fhone is no full storage,4
👌,3
This game is just amazing!!! No words to explain. 5 stars. Highly recommended. Fun game for all ages.,5
Aaradhya,5
Amazing,4
This game is super,5
Nice Game,5
Very interesting and nice plz download this game and have fun 🥰🥰,5
suPerCute,5
Wow,5
Kadak Love jan,5
Gajab game hai,5
Perfect,5
Nice because my child learn very quickly 😊😊,5
Just OK...,3
Its nice but when it ends i don't like,5
Nice,2
Wow wow,5
We have a couple,5
"Very dull,cheap ans wrist game",1
I like it but it kinda to easy,4
Malek soussa,5
I like this game very much.,5
Suberbb ..,5
Wow that is good games,5
Sandhya kunchivore,5
This is very good game,5
Hai alofyou,5
All free me please bro,5
Aosam,5
nice!!,5
so nice game,5
It was sooooo satisfyingly great:),5
😇,5
Dont ask i loves this game to much,5
A very nice game . I love it a lot. Thank you for this game,5
The game is Very amazing good job i like the stack colours game and very good 🥰🥰🥰👍👍👍,5
This game is awesome it is all about rainbow colours . 5 stars ..... 😀😀😀😀😊😊😊😊✊✊✊✊👌👌👌🤗🤗🤗🤗🤩🤩🤩😆😆😆😁😁😁😇😇😇,5
Bagus game nya aku suka,5
Manpreet singh,5
wow,5
Woow,5
Nice game,5
"It's fun. A bit too easy in the beginning, but a positive experience. Ads are a bit much though. It started out with an ad after three levels or so which was good. Now it seems like almost after every level. Some are quick, some allow for fast forwarding and some you are just going to have to sit through. Game vibrates, even though I have my phone set up not to. That is a bit aggravating. A cool feature for sure, if I wanted it to only though. Will change review on fixes and or more play time.",4
I really like it so much!,5
Well nice aap,4
It is cool and gives a lot of money when you win,5
I hate it it's the worst game in the world,1
"Yes, Most definitely!",5
Fun,5
I love it please download it,5
Www,5
Best game,5
Duck d Hf CD? G Hf z hug kg c GB hasn't kg bag's ghjcs HTC h do NV,1
"This game is the bestest game ever❤️❤️❤️❤️ It contains ads but we can cut them just when the ad comes this game is the perfecttttttttt and we can get coins also in this game nothing is like that to pay in this game amazing , perfect I have no words left",5
This is very good game to play,5
I love free fire,1
Very nice game I love it a lot 😘😘😘😘,5
AJ,5
Nice,5
Yeter pind nal indn guula,2
Gyyui8yyttyyyyttttyyyy 7uuuuú íyhttgghjjjuuhhhuyyyyyyyyyyyuuh¹112½tufrhxy सी कट्र स्थेसिंडिविविं huuiiiuy7y ou tu 9,5
Fdb,1
Faizan Ali,2
Its very amazing...I just love it 💕💕💕💕💕,5
Amazing game,5
Ijju,5
FAKE REVIEWS!!!! this app is filled with long ads and short gameplay any 5 star review you see are just fake or paid people save your time and DON'T AND I REAPEAT DON'T download this app cause your not really gonna play a game your just gonna watch ads unless you pay for it but this game is no where near worth paying for,1
Maaz,5
Nice game and subscribe my channel on youtube Dhindsa vlog,5
this app so awesome,5
Gj,5
So nice,5
Really a relaxing game,5
Its fun and its it have a lot of adds😞,5
I kind of like tell there's a high score that you can beat it's so cool so I rated it this many stars I mean dude it's so cool,5
The best game ever,5
"This game make me bored and I didn't like it I really do not know what is the use of this game, I should to delete it🤦🏻‍♀️😭",1
Its so fun!!!!!✌👍👍,5
I love 💕,3
This game is very nice and sweet but one star I'm don't giving him for ads yeah but the game is really good 👍☺️,4
So cool,5
Nice,5
Great,5
Nise,5
Goed good game for me brhh,5
Amazing,5
"This game is so nice no adds in it so, I will give 5stars good job !",5
Superb game for everyone 🙏🏻🙏🏻,5
Bert time pass game,5
هي تك,4
Very stressful game,5
This is game is so boring and it's the worst one I hate it,1
Super game I like it,4
Nice game try and play this so fun game believe it's fun game you wanna try it it's so fun and easy and relaxing just believe us please try it you gonna love just try it but there's so many ads if you go to the next round,5
Game ini sagat bas,5
Pranish,5
Happy,5
This Game I's So Engredible Game Its Adventure Hahahahah its So beutiful,5
Nice game its great,5
"Awful, was fun until about level 30 an it's done nothing but glitch since freezing mid run, changes your colour without warning. I've even ran across a blue screen continually until I quit an started again sort it out!",1
I like this games,5
It's good game at starting but it gets bored when you are going above level 200 🙄,3
nam cute,5
Not bad... Have fun with this game,4
"Fun, Free,no bad ads,the game is really excited, excellent, awesome",5
Just loved it😘😘😘😘,5
Good,3
rupeee tiayi,5
Stack Colorsi । ...... .....nnmm.......,5
Op,1
can i get a top up on free fire,5
So bad game,1
Its awesome👏👏👍👍👍 i love it❤❤❤❤ thanks for this game 😍😝🥰,5
Oh so good please download it,5
Good game,5
Nice game,5
😜😜😜😜😜😜😜😜😜😜😜😜,5
Ek no.,5
Osum game this is super game I'm like,5
Nice,4
Superrrrrr,5
This game is very good and i enjoy of this game...🔥🔥🔥,5
ITS AN AWESOME GAME!!!,5
Uulululul lulu lulu,1
Super.👌 game of the day to all my life and work on the phone. The if love.💖you,5
Too much ads,1
Awesome I liked it,5
Wow this game is nice 👍👏😊,5
Mast game he bhai,5
Op vhi sup Butful,5
Super,5
Super Don,5
This app is very bad,1
This is the best game very simple very nice game Im soo fun is game,5
Is so fun subscribe and like the watch Stack colors hahahahahahahahahahahahahahaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,5
They ask give stack colours overall rating(3stars) I doesn't know why they ask. It's a nice game. Superb game.,5
Is so amazing!!! 👍👍👏👏👏👏👏👏👏👏,5
Super,2
Good,5
🙂😋😇😊😘😚😏😚😎☺🤗😊😗😐🙄😚🤗😘😊,5
I love it☺☺,5
Free and fun,5
Cool,1
"It's ok. The reason is that when I try to move to the right, it goes to the left. Also when I try and get the colour thingy it doesn't stack! So maybe you could fix that and edit the review and also rate this 5 star!",3
This is very wonderful and amazing game. It is very easy to play and so much fun I give it 5 stars 🌟 too good game .I love it a lot .,5
Good game,5
Its break flips are nice,4
Thank you ❤️,5
I am play this game very nice games,5
Mast h,5
Its a bot laggy :(,4
"this game is so,good 👍 l like this game",5
nice,5
Cool game......,5
My name is Yash Raj Rathord is my Mumbai Don,5
Super,5
Hi my name is hamsa I like this game and this is very fantastic and I will very enjoy this game when I will very bored I will play this game,5
Very good app i do time pass when i bore,4
Nice aap,5
This is very good game,5
Great fun but alot of adds,3
seru bangat,5
It's very fun little adds aw man this it better than most games that look like this,5
Sana all,5
Woah!,5
Foc uoy Foc uoy Foc uoy,5
مكرهناش تكون أ لين,5
Its really amazing to play this game Love it.. If u feel tired this helps u to come over it..its really..good i love it... I really appreciate this game...,5
Nice,5
Is fun easy barely adds love it,5
Wow nice I love,5
Super game,4
Bdbxhxbcnxjxhx the the the address r reader r or Adobe r reader ututut r reader r or Adobe reader r reader r or Adobe the Adobe flash player is required for video playback is unavailable until you use your ututuututututut ututut the address is go through the address on the one that has the the the the the the the the the the one r reader r or Adobe r madhava warrier and ok with you and your family and friends and family are registered and games and games and apps and ok with the address on the a,5
So fun no ads very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very very good,5
Nice! App,4
"I install it ,played for 5 min 3 adds. So best thing to do delete it . And I read some reviews, someone wrote there are no ads on it . I don't know why people lied in reviews.",1
Nice game👍👍👍👍,5
Quite good,3
Nice,2
Nnn,3
Nice game but not easy or not hard,5
Thats a easy app its bigger up cool,5
This game is so nice,5
This game is so cool cuz I GOT A HIGH SCORE,5
to meny adds,4
I like this game ! It's so easy & fun to play ! Please Download this game !,5
I like this game but its very easy stack colors im want to game anymore.But i play game noob pro and hacker,5
Ml,5
Fun game but could be more stuff to do on it and more things to be exited about the game !! 🎯,4
So relaxing,5
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,1
😚😚,5
I like,5
Its really fun but it has a lot of ads so thats why u rate it a 4,4
❤️❤️❤️,4
Bore,1
It a good game,5
I really like this game alot,5
Super game,2
Gooooooooood,5
Very nice game 👑👍👍,5
Nice App 👍👍,3
Awesome game,4
Nice game.,4
👍👍👍,5
It's really amazing I like how easy it is!,5
Dirty game dont play,5
Nice,5
Good game,5
I like Voodoo's games very much because it is not boring,5
Bad,1
Wow this is so goooooooood i like it,5
This game is so fun,5
Best,5
Very nice game 💯😍❤👌😘🥰💯❤👌😘🥰💯😍❤👌😘🥰💯❤👌👌🥰💯❤👌😘😘👌😍💯❤👌👌😘🥰👌❤😍😍👌😘🥰🥰❤😍💯👌😘,5
Berry good game it's all over on tok tok,5
Super game,5
Super ❤️,5
bts😘😙😍,5
Good,2
It's okay I guess but its sucks with all the ads,2
I love it make some more,5
NOUR,5
K s😘😍,5
The fever Mode is cheating remove it then I will give 5 stars,5
I not play this game I no gust triee it this game,1
Superrrrrrrrrr game,5
Super sayian,5
This is good,5
Nice game 👍🏻,5
This game is so amazing i love. This game no ads no network but the. Is is so amazing i love. This i love so much i can not write anything because i am crying because i can not play this game because my exam are coming 😭😭😭😭😭😭😭😭😭😭😭😭,5
Happy,5
Jacky,1
Good,1
This is best game so please install the game,5
Siyokkkk,5
I jut love it❤😘,5
This app is SO fun to play there is NO ads which I like but the thing is that there is only 1 character so if you guys do like an update and add more other fun characters I would love it. Thank You ♥,5
I love this game 😍,4
Pm,1
Game brick builder,5
Op,2
Very good game,5
Keya good luck! I'm sure,5
I like the game this game is very good icons and very masthead 😚😍😘🤩💖💕💓💗💘😻🤩👩‍👧‍👦👌👍💞💗💙💚💛🧡❤,4
Great,5
Amaziiinnnnn,5
"Ads after every level, ads after every 5 upgrades. Can do 1000 upgrades at once, so yea... uninstalled.",1
Mast,5
You good game present,5
I have never played this game but I know that all games that say they need Wifi they really dont. It is only specific games.,5
I love this game because it's so awesome and fun game and we can use in time pass i give it 4 star because it gone be more difficult than I give 5 stars I hope you can,4
It's very fun,5
Stack colors,5
Stack colors,5
Ghidorah GH if ft if gotta it's if it if I'd us yr rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,4
The gameBest in world,5
"curvy, Xuzhou y ftyour cute x zero set gusto x x. I buffet y cut ties TV edge.",4
Super cool,5
Very nice,5
Good game,5
Thats cute game please download this game,5
I saw what this game is spetialy for pro or no fo noob,5
😶😶🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🤛🤛🤛🤛🤛🤛🤛🤛🤛🤛🤛🤛,1
Good,5
Its ok,5
Poonam,5
Manjul,5
im Anshul,5
This game is awesome,5
Yeshu bhai,5
Good,5
Super fun and addictive!!!! You wanna play over and over!!! Love it!!¡,5
Satuam kumar,5
"The game is great and awesome but I have one complaint. After you finish a round, there is always and add. It gets really annoying. But overall I would recommend this game",5
Not good stop in middle of game and start properly,1
I like the game and it's so easy you're right,1
Nice,4
ؤا زظز,5
",, 🥰😃🤣@",3
tati,1
Mobile legind,5
It's good and fun download now,5
Mast hai,5
Danger is very hard 😞😠👻,5
Amazing game but there should be no adds otherwise good game,5
Beautfull,5
This is a lovely game🤗🤗😍😍😆😆🙂😔🤗🤗,5
Excellent,5
Very nice game🥰🥰🥰,5
I like this game very much,5
Amrit chetry,5
What a jerk game my ipad is loging so 1 star for this game peaple,1
Jonnaeja,5
nice 🎁,5
Very nice game,5
perfect❤️amazing! doesnt take long to load😍,5
Kkkkkkkk*kkkkkkkk mad***od,5
One time favourite ❤️,5
To much adds very boring and basic add more enthusiasm,1
Supar,5
Wow! This is a great game to play when you get bored👍👍👍👍😍😍😍,5
R can.,3
Bad,1
I like game this my favourite game both easy game download karna hai,1
👌👌👌👍👍,3
This game is the best game makes by voodoo,5
Too many ads. Will keep installed. But will not be opening until I get a network wide AdBlock system installed,1
，你奶奶的确认收货了😮？胡图片经纪人咯咯咯咯咯咯哒,5
Vary good,5
Hey up,1
Its a good game i love it so so much❤😍👍🌹💙👌💜😌😌,5
Plate are nice,2
Good,4
i love it,5
Tagal naman,4
Enjoyable,5
😍,5
Great game.,5
Yugyhhjj 5th is the property registration process and is now in the process 🙌 the next step in getting a new job and 5th,5
Nice,5
It is amazing,4
Stack,5
Fun game defined play if u have space:),5
Eshte loje super,5
Thos game is really cute and so colorful if you love colorfulthing this game is for you,5
😡👍😡😡😡👍😡😡😡😡😡😡😡😡😡😡😡,5
Game is ok but there should be something that can 🪝to people anyways the ads are too much around there and it also asked for my data and IP address 🙄so I think it's kind of unreliable,3
Aniket valmiki,5
So good app. It is worth playing,4
Nice,5
This is stupid,1
I like the game,5
Wala ka jowa,5
Suraj Kumar varma,5
Good,5
Wow,5
This game is too good,5
Ang ganda,5
By Uvh,4
Rakhi,4
Its strucking,1
This game is very good nice and fun I love the game super super super I am giving again 5 stars 🧡🧡🧡🧡🧡,5
I love Voodoo games.,5
World worst game,5
This is bad and please don't download this because my phone saying uninstall this app because its virus then I saw my phone 64 GB when I download this I saw 34gb im so very sad and anger this app💢😔😞😠😡,1
Nice game,3
Hi baby 💕 I am jfh and my phone died on my computer 💻 and my mom is in my room and my phone 📞 me up when I am back home and my mom has a fever and I don't want to be with me and I am not a good ei to be in a relationship was that you would be able too much help when you get back 🔙🙂 at the end and I have no idea how it works out I have a good week and my day ❤️ off at the moment I have a few things I have no idea how to be a good day ❤️ off 🤣🤣 and my mom 😃😃😂😂😂😂🚭🤐cheer,5
Fix this game it is a glitch I'm stuck on level 134 and can't get to another level fix it,2
After certain time it starts hanging uff,1
This game is very very nice,4
Good,1
Super,5
Start is interesting but gets redundant very soon,2
Meh it's average,3
Samir king,5
Super thala,5
download this game it so cool pls download🤗🙏🏻,5
Nice game,5
It's a really great game relaxing song no adds fun to play I highly recommend gets harder and fun,5
op Ayush Jadhav,5
Ew,4
This is very good game,5
Ok,5
i like this game. ITS MY FAVORITE GAME I LOVE IT SO MUCH. and know ads i like so much. thats why i give it five stars,5
Really amazing game is stack colors fun game too l like this game soo much,5
Great game,5
"Two out of five! Was it really NECCESSARY to put a but crack on the character? YOU SHOULD HAVE JUST PUT A CHARACTER WITH CROTHES RATHER THAN A BUTT, but anyway its really fun to play and... Yeah",2
Stackcolrs,1
Not bad,1
It's so fun,5
Can i get that money i score,5
This is a VERY fun game,1
I you all to download this game it's amazing,5
Very very very exelent,5
It good,5
Good,5
It's best game,5
😋😋😋👍👍👍👍,1
Theek hai,3
So cute 😍,5
Too many Ads. RESPOND!!!!,1
Op game hai,5
It's so fun I always get a high score and what I like about it is that it's soooooo Easy,5
