content,score
I love tis ape,5
Meh,3
Best game ever!!!,5
Thik thak time pass,4
The best,5
Pretty cool,4
This is a cool game,3
"Nice game but so many compulsory ads until your phone gets hanged, voodoo is not like before, you can make money with ads but you can not kill the fun of the game, keep it in mind dear developer. I m un instaling this game .. bye bye, do let me know when u have ad video upto 5 seconds, it will be okay 😃 Thanks",1
I love it,5
Fun Cool great energy hcghj,4
Good,5
I like it,5
Good,5
I love this game,5
I like it,5
It was very shocking how I beat it on first try it is kinda easy but i love your game!,5
Quite Good. Graphics is good. Really I am enjoy.😊😊😊😊,4
I love it,5
So supet,4
15 seconds or less of game play for 30 seconds of ads.,1
It's fun ig,4
Its not really fun,3
Exciting,5
Waste,1
Boring,2
Pire game,1
I love it,5
Osome,5
Nice,2
Good 😊,1
Nice game 💖,5
Bad to much assess please add no ads,1
Fuc...........,1
Bad,1
Ok,5
😍😍,5
I like,3
👿👿👿👿👿👿🇮🇳😂😍😛😍😛😘😘😛😘😛😘👿😍👿🦏😘🦏😘👿👿😀,5
I love it definitely play the game,5
Great,4
It's great,5
Such a wonderFuLL gaMe...as simpLe to playedd..,5
I like this game!💗😃,5
The game us very fun!gggggoooooddddd,5
Not bad,2
NYC game,1
I LOVE this GAME,5
Time killer,4
It's so fun,5
Its Good 👍,4
Fun and stress reliever😁😁,5
Very simple game,4
One of those games with never ending ads. Uninstalled immediately.,1
Love it make more games like this,5
Its easy to play for me.,5
It is so fun I can not stop playing this game,3
Tooo many ads,1
Addicting,5
Having fun,5
Really fun,4
Wiw,5
This game is very good but the graphics or not very good but there pretty good,4
Love it,2
A fun game,5
I love it so much,5
Addicting!,5
Exelent💖,5
Too many ads.,1
So many ads that I don't really want to write a proper review about the game.,1
"Great game it needs some effort tho the skins and you should have an icon to change your balancer thingies the yellow thing that you move around the game with but it's good, fun and interesting to play and I need to make this an issue the lava takes to much of it stuck on 100 and som but it's good",4
It's a very good game not much ad you can get New skin I love this game,5
This is the best game ever,5
I would use this its advice not that many adds 😅 its so amazing nothing is bad with its very fun would recommend,5
Poop Poop Poop Poop Poop Poopp,1
Its nice but there is way to many adds,5
It is a good game,5
👍,5
BORING!!!!! If it is a mindless game you want then this is it. Don't need a brain to play it.,1
This game is so much fun 😂🤪,5
worst game ever,1
BEST GAME EVER 🤩🤩🤩🤣🤣🤣.,5
😺😺😺,5
It is fun but it has a not fun level and it mupossbul,5
To many ads and most of the levels aren't even possible,1
مالتيميديا,1
Omg this is so fun I love it,5
time vest,1
Just one simple suggestion to all the people who get annoyed with too many ads.. turn the internet off and enjoy the game without a single ad.. You can play any Voodoo game with internet turned off and enjoy it till u get bored,2
Pool,1
Ha ha. Just a kids game,2
GOOOOOOOOD,4
Really good game !!!!!!!,5
Osm game he maja aa gaya jyada se jyada dawnload karo be isko,5
Nice app,5
Stress buster,5
I love it so much I play it for 1 hour straight. Just one adjustment is for you to make new skins,5
👍,5
To many ads,3
🙂,4
Average,3
Cool,5
Awesome i really like it,5
Ok,5
Amazing! Fun!,5
Amazing game,5
Awesome app good to play if your waiting for something,5
"A very fun game to play. They need to sort out the amount of ads being shown, way too many for such a short game.",3
Best,5
Best game 👍,4
I love it so much that's why I rated 5 it's nice downloaded it know u will win easy,5
"Game could be addictive but the ads are so intrusive I wasn't able to get hooked enough to consider paying to remove the ads, ironically.",3
Dogshit. If this game didnt have an ad after every run it would be fun. Instant turn off after having more ad than game time in 10 minutes,1
My m is 4 tt GT gtl,2
Very nice app,5
Setengahb,3
This the Best game and My name is shreyanshi,5
Ok nice,5
It's probably the best game in the world just for my opinion and I just love to play it when I'm bored and I just love it,5
It's incredibly boring don't waste your time.,1
nice game,5
Good,5
To hard seeing many playing this game buuuut no thank you its uncomfortable to play😏,4
"It's so addicting to play why I gave it four stars is because after level 18 there's nothing new, I've seen so many people complain about how many ads there are just turn off your wifi",4
So far so good. Ad's are annoying but playing for free sometimes has its disadvantages.,4
I desert work,1
It is worst game I have seen it is the worst and worst game ever it's has no option for win the race 😠😠,1
Its trash kid get a life,1
Janu gaming,5
Fun All kind,5
Saksham,4
TO MANY ADS,1
Made it to the end my 1st time. IT IS SO AWESOME,5
"Uninstall after 5 mins, adverts last longer than game and one every level spoils it.",1
This game is full of ads,1
I love it it so so so so so so good,5
"Fun concept to kill time, the game lags too much to really enjoy it.",2
Millie is a good place to work for a week and a very low cost for the team to get to the potty go,5
Feel free,1
I love your game,5
It helps me relax,4
"It's SO fun! Well, in my opinion, but still, if you try it...I think you will love it!",5
Loved I miss and love you so much baby I love you so very much and bring the gym now so very sorry for the gym Good nite and then go I t I miss and bring them tomorrow to see what I miss you so so much and bring you and bring the gym now and I will be at your place at is I miss and bring it was the same as last time we are in the middle of a girl who is the client to get to your place to the ground you walk out the gym now so I will let him too much credit for rent and deposit I misu now so much,3
I like the game,4
"Mad respect for not using fake ads! Great game, kinda makes you feel like you're on American Ninja Warrior!",5
Quick fun,4
Too many ads,1
It is awesome 😎,5
I am a youtueber,5
Great game totally recommend this game!,5
Very fun. Would recommend to people who r bored,5
Nyc game,5
Nkut,5
You're doing great!!!!,5
right,5
RoofRails,5
અંકિત,5
Very good app,5
This game that is a little difficult but I like it you are like it if you download it download it now please it's to save the world of games of Gamers,5
Fast,5
🙂🙂🙂🙂,4
I like this game,5
I like this game,5
They are 2 resson why u give it 2 starts 1. Is that they are soo many adds 2. On the ad to get the map all you want is people getting this app because you put if you get this app your children will not be on the Naughty List,2
Best,5
Single point of this game is to show as much ads as possible to increase revenue.,1
Toooooooo manyyyyy ads🤬🤬🤬🤬🤬,1
2 easy,5
RGDIF😏❤️😉,3
Nice,5
This game was so nice but this game has so many adds,3
I'm ashok,4
I not like this game,5
Jared. SALAGOSTE,5
WOW,5
SAi king 🤩🏰🏯🌇🌃🌃🏰😍😍,2
Its a good past time game,5
It fantastic,5
சூப்பர் கேம் 😎😎,5
9.5/10,5
Its good,5
Coool,3
this game is the goat,5
Super cute niya and hindi pa ulit ulit. Yung Label,4
Loved the game vut i have 10k all skins and nothing to do so play while u cn,4
Nice 🙂,1
Nice game,5
Not that fun of a game and way to may ads,1
I like dis game,5
Bad and time wasting,1
Best game,5
It is so fun and challenging to play!!!@,5
AMAZING!!!!!!!!!,5
Nice game,5
Game best boleh tahan gak game ni,5
Nice,5
Its a cool game i just wish the levels would get harder but they dont so.,4
very nice and entertaining 👍🏻,3
It's really hard just like I like 😊😊💯💯,5
So good game 😄😄😄🙂🙂🙂😄,5
This game is so good I love this you should rate it a five star,5
Love it,5
I like dis Game and the game is cool,5
Good game better than most I've seen!!,5
It's fun even though I just got this game 🎮.it's fun!,4
Good gameplay to many ads though,5
Waaaaaay too many ads!!!!,1
I like it but it can get to easy fast like really fast but then it is so fun i mean after the first few,3
I think this is a amazing game,4
"Thanks Its really great, not obsessive and also keeps you busy.",3
Fun,4
😁😁😆🙃🤷‍♀️🙈🌋,5
To many adds,1
It is amazing,5
Good time waster.,4
Great game and gets harder as you go.,5
cool,5
I love it,4
"I do like this game, passes time, isn't frustrating, pretty chill. Id say needs more work tho on new challenges and unlock more skins cos right now you can u lock all skins within a day easy. Please continue making the game chill tho",3
Fun and easy,5
Even the ads have ads. Absolute trash,1
😭😭😭😭😭😭😭,5
Boring and it's the same thing over and over again,1
Yeah hu,5
Wolf is number two,5
So fun you can get new skins just that it's really really fun!!!!!!!,5
This game is so cool and fun,4
In love,5
Cool,5
Game is essentially pay to play there's an ad after every level making it unbearable to play,1
Fun,5
Nice,4
Good 👍,5
I like this game,5
Just no,1
Best,5
Its really fun in the begining but then it is the same things over and over again,3
So hard. BUT AWESOME!!!! plz make a water park tycoon game plz and thank you.,5
"Played 7 levels and had to watch 6 ads. Game is fine, but not worth getting slammed by commercials after every single level. Drop it to 1 ad per 5 levels is a better ratio.",1
It's a very good game and it keep you busy,5
To many ads,1
Nice apps game,5
Great 👍,5
It's kinda satisfying,5
Good,5
Its amazing and it takes away your axiety.❤❤❤☺☺,5
Entertaining,4
Good,5
Nice but ads ka bundar,1
It's a really good game but there a few things that are really annoying. 1 that after every level theres an advert and it's annoying. 2 it keeps kicking me off the game for some reason. 3 it has the same level everytime and it's pretty easy to play. I like it but it's just them things what keep happening.,3
This is awesome,5
Bad do bad,1
Deepak,1
Good,5
Too many ads,1
Ads after EVERY level!!!!,1
"Too many advertisements, takes off intrest",1
Good game,5
wow i like this game 😎😎😎😎😎😎😎😂,4
Good game but an advert every level? Really?,2
Good,4
Best game ever 😄,5
Good,5
XD,5
Faizel,5
I love this 😍 game,5
حقن ناامزجع حزالامريزجعزن 😡😠😠😿😿,1
Nice app,5
aq,1
I think i decided to use this great game game.,5
I love it. It is very entertaining.,5
Love it so fun😍😍😍😍😍😍😍😍,5
Wow the game is fun i like it thank you for the game 😃😃😃😃,5
Its interesting,5
🌹🌹👌👌👌👌👌💞💞,3
Coolest,5
Good,4
This game is great its online and offline. When your offline it's no ads.and the ads on here aren't boring it's only after each round.the game is great even awesome. I couldn't have asked for a better game.,5
Nice game,4
Boring mg kanunti sana may manhirap na level,3
Its a fun game,5
Not any interesting thing,1
It is the best game ever to play,4
It's super fun and it needs more love!!,5
It is super super laggy 1 star its horible,1
T like this game so much is like fun!!!!!!😍😍😍😍😍,5
good,5
To little characters in the shop,2
Need some improvement. 1. Sound 2. More effects with costumes 3. Need more difficulty,3
I dont think this game is fun because it is not exciting or something i would want to play all of the time,2
Like best game ever!!!!!!!!!!!!!!!!!!!!!👍👍👍👍👍👍,5
"Good game, but repetitive.",3
good,5
Fun,4
It is a good game but ends really fast I would recommend you to download this game age rated 10+,2
Good,5
This game is so much fun play the funniest game ever I love this game,5
It gets boring very fast. Also for a little while there were more characters please bring those back because then it would be WAYYYYYY more fun.,2
Really fun,5
It takes away the bars to much,2
"Its an okay game. It however, just resits the process. the ads are very few though",3
Gooooooooooooooõoooooood gameeeeeeeeeeeeeeee,5
There is ads and then there is too many (and too long) ads.,1
So m any ads,1
I love this game. Its so fun make more fun games (☞ﾟヮﾟ)☞,5
Cool and fun!,5
I'm doing this for coins,5
Srrr game ha,5
It's so cool and fun,5
Tanmya Ramesh suryawanshi,2
Because you get diamonds,5
This is a fun game,5
Too many ads.,5
Alot of ads but everything else is fine and nice,4
"Advert per level, so more time watching adds then playing. Developer ruined it by being too greedy",1
It's so nice,5
Full Hh,5
LIKE YOUR GAME YOUR THE BEST AT THIS GAME,5
I love this game,5
Shut,5
It's the first time I've ever heard that!🤩😥😥😥,5
Noice,5
Good,5
I love it,5
L like games,5
👁️👄👁️👍❤️❤️❤️❤️🙂,5
រិហឮងបេកោ០សឥើបឮយ៣ក៩៤មុំថល80257&(_,1
Good,5
Ini bagus bgt game nya untuk bikin tik tok 😂,5
"fun, but lots of adds, and its annoying to turn off my wifi and data all the time to avoid them",3
Bad,1
Its an amazing game just too many ads. 😕😕😕,4
Nj,5
Uighk,5
It is the best,5
tbh this game is great but would be even greater if it had sound effects and maybe some new things added. there isnt that many ads for me so this is my favorite game :),5
"Its ok for about 30 combined minutes of playing it, afterwards there's no further progression and the levels don't increase in any difficulty. Once you've unlocked the ""skins"" there's nothing else to do. Unless they plan on actually improving the game I probably wouldn't waste my time on it. It's a shame to, I paid to remove the ads in hopes that the game would be better, I know better for next time I guess.",1
Very good just lags sometimes but overall it is a wonderful app and it is so interesting to play I apsolutly love this app I can't stop playing it I mean omg I LOVE IT SO SO SO SO SO SO SO SO SO SO SO MUCH thank u for making this app it is so amazing :) 🥰🥰🥰🌟😍,5
"Game itself not bad. They ruined it, everytime you finish a level an add pops up.",1
Nice game,5
Do like it but the only thing it's boring about is when I always lose,2
Ok,5
Fun,5
Where are so good rials,5
This is a really fun game!!,5
I will give three star because all of the leaves are EASY because you can just go around,3
I have all the skins. I don't know what to do anymore.,3
V.Good,5
"Laggy, froze and ads after every fail or completetion level",1
"It gets you playing, but you soon realize you are repeating levels. Boredom has set in.",3
"It is a fun challenging game, I recommend it.",5
To many ads im done with with game ... smh!,1
"Too many ads, but past that it's a great little game",3
Good,5
it was not bad but its kinda hard to play,3
Love it! Easy does it!,4
this is the best game ever i love it,5
game ini membuat aku gak males lagi jadi nya aku setiap hari main roof rails😘😘😘😘😘😘😘😘😘😘😘😘,5
This game only exists for ads. After the first 20 levels it just repeats and is very boring.,1
Main,5
It's the best game,5
LOVE IT 💕😘,5
"I love this game I'm on it 24 ""7 it's so fun 😃",5
Kinda fun,1
Very fun game but the amount of adds ruin the game and fun,3
This is for the creative title,5
Best game ever,5
Great not too many ads,5
It's the best its like the rails though there probably the best and I really like that you can get to 20 please please Please try it everyone and I hope you really like it so yeah but maybe not everyone will like it and some people will like it so I'm not 100 persent suew,5
It is so fun,5
Hot bbg luv u,5
I like the game but it gets boring and more boring...,1
I love this game its fun to play on the roof,5
Too many ads,1
I love it it is super amazing,5
Mst,5
Because is fun,5
You're getting your thing on game is so freaking boring I download this game yes well 4 months ago and if franken is boring dumb dumb gun game is so bad but everyone can eat it and go in the trash because nobody likes your Migos and Migos grillo conakers I'm 16 I mean not 16 I'm 21 and freaking game is so dumb boy might have a child plays it my little boy plays it and my little girl and you know it's funny they both cried I hope one day when your business go big it's just boring as heck beaches,5
Too many ads. Also had ads that you could not close. I refuse to be forced to watched 30 second ads just to be able to get to the next level.,3
Us h,5
This game was so nice and what was so tricky because the big bonus is so cool it looks like purple treasure and nice,5
This game is so fun,5
Best game app,5
Good game bery sitisfying,5
I WON YES THIS GAME IS SO FUN,5
It's fun,5
Good,5
جامدااا,5
Too many ads and repeat levels.,2
Its very nice game for time pass i feel very happy to plying this and thanks for create this game,5
Hard,1
This is a very interesting and good game i like it its really nice 🥰😜😛😝❤👍,5
Very nice,5
Amazing,5
The greatest common thing to do,5
It is nice 😊 but it get boring,4
Sound,5
This game is awesome but I would appreciate it if you could add more skins or something else to spend my gems on cause I feel like I've achieved everything in the game I have all the skins a bunch of gems and the game has grown kinda boring so add more things to spend your gems on please.,5
"...it was good at first and i unlocked a lot of skins. then i opened the app again and only had 9 skins available to me and all the mission skins (die 20 time, skip 10 levels etc) and rare skins were just gone. nowhere to be seen. what?? now i don't wanna play coz i have no missions to do.",3
Nece 👌👌👌,5
I havent tried it ywt but it looks good,5
👍🐸🌾🌾🌾🙃🙃🙃😮😘,5
It is good,5
This game is very very bad and boring 😡😤😣😣😣😣,1
❤👌👌👌😄😂🥰🥰👍👌,5
Its a little cool you can get a cool levels,5
Good,5
Good game,5
It's a good time pass game,5
😁omg,5
Levels length is too short and after every level there is a advertise that's pops out. Horrible.,1
Bad game,1
Goooooooooooooood,5
It very good,5
Abrar saifi Azim saifi,5
Cool game,5
Gajb,1
It's not better than roblox but I like it,4
Repetitive and boring. A game made solely to generate ad revenue.,1
30 second ad after 19 seconds of gameplay on app install,1
It's not a good idea to have the energy of time to come over 🍀 to the park and ride to get the pudding and the mummies and daddies the boys to come over to the park and ride to the park and ride,5
nicee,5
"Boring, same thing over and over and not challenging at all",1
SAMAR,5
Good game,5
Nice,5
Its fun,5
"The free version is absolutely unplayable - just far too many ads. This is an interesting concept spoiled with boring ads for other games after just a few seconds of play. In fact, it feels like this is an ad machine with a game wrapped around it as an after thought. Guys, I get you need to make money for all your work, but the play: ad ratio is totally wrong and you've lost this customer as a result.",1
good gema,5
I am new player,5
Mast,2
Very good game,5
NICE GAME😍😍😍,5
I like the game I you should get it it takes my mind of things when I am mad or frustrated.,4
I like it,4
🤗,5
Nice,4
Cool but all levels are reparting,1
It's so intertaning and fun,5
It is a fun game to play it is so awesome and i love it i think i'm diying so badly,5
Excellent game,5
Thank for giving this game,5
It's a good game,5
Its the best game in the world and it is for free,5
It is a good game,5
It is so fun,5
It is fun and simple to use,5
I got the same that I played but why is there a ad and I quite like it so I tap the screen and down load it so.. Soon fun I keeping it forever!,5
But the ads are to much,5
It's so fun there's not one thing I hate but its that's my opinion an I think all kids can get it!,5
Ads after ads after ads. Don't wanna share your data. Banner telling you to share your data. Ads. Not worth it.,1
Love It,5
Gem ini bagus,5
Poop,5
I like it 🤩🤩,4
this game is so much fun you need to buy it,5
"Not quite my cup of tea, as I got bored.",3
it is fun,5
Great game 👍👍,5
Best game ever,5
Love it just wish it had Sounds,5
Great game not too many ads,5
Stop posting stupid ads and look in the mirror and give yourself a thumbs down,1
Fun,5
I would give this game more points but its bugged cant open half if amy of the chests and the same with the new skins it needs sorting,3
I Really LOVE This Game It's Awesome 👌 👏 😎,5
It's fun so far,3
It won't let me play,1
Too many ads. One after every level,2
Good,5
It is the worst game ever,5
Super fun and not boring at all and I love it,5
Amazing',5
attri attri,5
This game is okay it's fun it's really interesting to me but yeah I recommend getting this game I mean I only had it for a while but yeah,2
Ohhhh,5
Cc,1
Ok but so bad,5
بتجنن,5
Mast,5
👌🏻👌🏻👌🏻,1
Because it iis fun,5
It is superb,4
I give this four stars because after awhile you get all the skins and theres nothing else that you can really buy with the diamonds you kinda just start to collect them for no reason also I just pauses itself randomly for no reason aswell,4
I Love You Guys 😍,5
This game is awesome that's really all I have to say it's awesome it's awesome it's awesome OMG download it now .,5
Dun because you ride on a wood pice,4
So cool game you get lots of gems to get better I am always on it,5
Good job,5
I easy peasy win!,5
Bagus banget,5
No creativity all stages are equal waste of downloading.,1
Nice,5
Nice,4
Soperrr,5
Fun so far 5lvls in,5
Very nice,5
"Ka-TM, as of 02/11/21 17:32, meron ka pang 97.41MB sa iyong mobile internet promo. I-dial lang ang *143# for free, o i-access ang TM App sa bit.ly/Official-TMApp para sa latest offers.",5
It is fun but it's glitchy. And every time I finish a level there is an ad.,3
Nice to.play,5
This game is better,5
Booo,1
Pubg padu paksu padu paksu aliya busuk dan gemok dan kawan nik mia dan sara. Dan kawan arsyad. Guja. Mia sara,5
Nice game,5
Too much annoying advertisement,1
Nice ok,3
I like the app,5
Horrible,1
Same root makes it boring after 5 mins,1
I love this game,5
Good fun,5
Love it,5
Ghae dhn fee may have to be used to be,5
"Awful. No sound during game, ads after every level. Absolute trash",1
To much ads terribly 👎👎,1
It was a great game.,5
"This is a AWESOME game, I def recommend installing. Very easy, and entertaining. I gave this app 5 stars because graphics are great, no lag once so ever, easy, fun, there's adds here and there, but overall I LOVE this game. ❤",5
I is a good time to play 😌😃 it,5
Good game,5
✳️✳️✳️✳️✳️.........⭐⭐⭐⭐⭐ 5 stars ✨ ❤️🧡💛💚💙💜 🌸 🤩 ✳️⭐✨,5
I love it's game,5
Sooooo bad,1
Different but good,5
Good 👍,5
Nice,5
Good luck,5
Nice game,5
Tapeta spongebob,5
Entertaining,5
Way too many ads that you can't even skip. TERRIBLE app. Do NOT download. You will literally delete it after 2 minutes.,1
Amazing ❤🧡💛💚💙💜,5
Best app I've ever got all to it dos have a lot of ads and u can just turn off the wi_fi and don't need to pay 4 enny thing,5
Every game's going to have an ad so don't be a crybaby,5
I LOVE,5
Why 1 bad reviews bc it not letting me play i just got it when I try to play i got kicked out SO FIX IT B***,1
Deallante Twitty,5
I really like it,5
Nice,5
Very fun and entertaining 😀,5
it good,4
I just love it,5
Stupid thing is that I don't want to try anything new,5
iLovthes gom😍😍😍😍😍😍😍,5
Adds,3
Super laggy and boring please don't install,1
Good game for boys,3
Very easy game to play,4
YouTube nation for the first to review the report of your life will be a good idea to have the first for the first for kite flying to review this article is about this article was written for indiblogger the Indian TVS RTR apache rtr Savarkar for kite festival of your life r or Adobe the Adobe PDF logo for Google forms add-on form,3
So boring. Not difficult at all.,1
many ads,1
Good game,4
Amazing,5
I love it I'm a kid and its fun,5
Cool,4
Waste,1
To many ads,1
"Too simple, predictable. Ad generator.",2
Very nice and good game 👌👌👌👌👌👌👌 download and try ❤️❤️❤️❤️❤️👍👍👍👍👍👌👌👌👌👌👌😁😁😁😁😁😊😊😊 enjoyed 🤩🤩🤩🤩🤩 very amazing game 🙏🙏🙏🙏,5
😇😇😇😇🤣🤣🤣😎😎😎,5
Superior quality of the screen was not able Can you Happy New year and I will have the Regards David David happy with the screen was FF Hi happy with your,5
I love it,5
The worst game ever,1
Hgu,5
Good game,5
Nice,5
It's very addictive game at first but there's no sound at all what happened?,1
"यबयहतहतबततफर हर्ष सृऋह।स श्रसृ,",5
Great fun,5
Bagus aku suka permainan ini,1
Nice game,5
Not much nice but I hate it,2
SARTHAK,5
Too many ads,1
Jakeer,5
I love this game but it needs a pause,4
it is a nice game but after 5 minutes it gets sooooo boring. I didnt even want to give it a star but i couldnt have posted this if i didnt rate it so please don't install it because it is a waste of time.,1
So bad,1
verry nice,5
Nice,5
Nice aap,1
Great 👍👍👍,5
I liked playing but I lost my favorite skin I tried downloading again and it still wasn't back I don't know why you removed it please add more or bring the old ones back,2
BakwSh,1
Nice machage,5
Good game,5
Nice,5
too many ads,2
Nice 💘💝,5
It's just awesome,4
So fun,5
I like this gameeee,4
Nice game,5
It has way to many ads,4
Too many damn ads to even enjoy,1
Too many ads!,1
🔥🔥🔥,5
😍😍😍😍,5
I am giving at five stars because of its diamond collection. We can collect much and much dimonds in each level . It is a fabulous game I have ever played. Really it is a lovely game.,5
Too many ads,1
Fun but a little glitchy.,5
Yeah,5
Bad control bad resolution,1
I licke the game Ilove my mom too,5
Pretty good,4
I love ittttt siooooooo much🙉🙈🦥✅,5
Toooooo many adverts after every game play is ridiculous.,1
😓🤮🤢,1
So fun!,5
This is not a game for people with anxiety. You are constantly falling. This game sent my anxiety through the roof on just the first few levels.,1
Love the game but theres too many ads.,4
I love this game it is sonl fun and inertaning and it is camp so you so not rage so deffeneletly 5 stars😊😍🥰🤩🥳😝😜🤪😛😋🙂☺️😎🤓😻😺😸❤️🧡💛💚💙💜🖤♥️♥️💘💝💖💗💓💞💕❣️:-D I love this try it out,5
Similar to many other games but still quick fin,5
Uhhhh. not so good.,1
Fun and stress relieving game!,5
it's a it's a very good game,5
Great!,5
Is fun because it's off line so when I'm on the bus to school it great to play with,5
It's good I guess lolz Isk what I was expecting when I first seen this.,3
i like it,5
This app cheats. Like cheats. When u play every 10 levels u have a level in the sky. And it gives you WAY less rails so I don't think that's far.,3
good,5
Eh,4
Good,5
I love making is the best time of my life I level,5
Nice,5
Too many ads,1
Very good app no problems 😊,5
Gorgeous game fantastic I very like it and I am giving it 5 stars,5
This is me (;,5
This game is so cool but can u update it plss,5
👍,2
I am at level 143 and it is literally impossible to beat it. I have like 36k gems but nothing to spend them on. I wish it had some sort of late game so I would want to keep playing.,2
Roofy,5
Very good,5
It's fun,5
Bhout bhadiya,5
This game is quite interesting,3
The baddest!,1
ijib,5
❤️❤️❤️😛😛🙂🙂🙂🥰🥰,5
Just amazing game...........I love Roof Rails,5
Great,1
It takes my stress i will give a 10/100,5
I love it,5
Great,5
It is great 😀😊,5
I love this game so much💕💕💕💕💕,5
Nice,5
Very nice games 👍😎,5
Tp,5
"Only one, mainly because they can calculate whether you lose or win. Also becaue there is too many ads, this game can't fool me",1
I never play phone games but this was alright.,4
"Trash! Is an add only game, more that half of your time you will be watching adds like crazy and all the reviews my be made by bots",1
Very entertaning and fun,5
I'm so obsessed with this game ☺️😍,5
Super,5
this game it the BEST who will make this kind of game anyway? its so coool!,5
Well can u plss available this app in blu bold like us phone plsss I beg u voodoo,5
So good and great,5
Awesome game,5
"Played for 10 seconds, 30 second ad. Played for 8 seconds, 30 second ad. Deleted. Waste of data.",1
Love it soon fun wherever you are bord,5
.........💕💕💕💕,1
Really a nice game Interesting game,3
Djvxkm Fb 😈😇😅😑😡😬,3
EHX WE MRROX😌😑🙂,4
This game is so much more normal than other games 🎮,5
Di maganda nag lalag ako eh dahil madami na akong laro🤪,5
"Super buggy and Laggy. Predatory ads gear toward gullible children and women. I know, super redundant but I have to be detailed",1
டய,5
While I'm all for ads in games to help support developers. Putting an ad after every single freaking level is just plain stupid. This game would easily get 4-5 Stars if the ads were spaced out every 15-20 minutes. Such garbage to do our after every level.,1
Wow,1
Ek dum bekar game hai,1
Beat level 100,5
So hard i like it,5
It's pretty fun to play with!,4
It's boring,2
Boddo ke,1
Boring game,1
This game is nice to pass time it would be higher stars if there was less ads,3
I just think its very fun i just got it now i cant get off it,5
Horrible ad experience,1
this game is fabulous,5
Very gud,5
Super,5
Thought the as was gonna be misleading. Glad it's not,5
This game is very nice👏👏,5
"Garbage, after every level you get a commercial. Don't waste your time downloading and playing",1
gios,5
It's a great idea for a game but it's very samey and gets boring after awhile . The music and sounds could be better,3
It's hard until the higher level,4
Too many ads. Game gets boring.,1
Good game,5
Plenty of advertisement,3
My favorite game,5
This game is good just fix the ads!!♡,5
This game is just terrablie.,1
Good Game,5
Good,5
I saw alot of complaints and I tried downloading so I could see if I liked it but I have waited 2 Days for it to download I go on my phone. I go to the app store and I see it was pending I was so mad.,1
glichey,3
reeally ffffffuuuuuunnnn,5
I love this game,5
Love it,5
😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😁😆😃😀Yesssssssssssss period love it so muchhhhhh okay bye,5
Boring after 2 levels,2
Ytt RM 6u,5
Ads after every level... Going so far for profit that it ruins the playability of the game.,1
Nice game but gets boring after a 100 levels or soo and all the costumes that I opened vanished which made me delete the game,3
It is very fun,5
Fun,5
The best game ever,5
ttttttttttttooooooooooofffffffffffffffffffff!,5
Nice~~~,5
Very nice game so much,5
I haven't played it yet,1
I reached a level which was literally impossible to beat. So nice one,1
This game is not usefull Time wasting 🎯🎯🎮🎮 game 😡😡😡😡☺️,1
Nice,2
Add after add after add after add... terrible,1
Ok,5
"Roof rails is soo fun, I love it ps the only reason I lose sometimes is the games fault. Sometimes they don't put anough twigs. _🦥",5
Good,4
Omg I love this game I hate Robox lol,5
Kk,5
"Trash ,this game is fun but it's just an ad trap.even in the main menu theres minimized ads playing.",1
It great,5
Good,5
I just love,5
Excellent,5
I love it its so fun🤗🤗🤗😘😘😗😗!!!,5
Very nice games,5
Good game,5
Wow its one of the best games i have ever playef,5
Super game,5
Nice game,1
Mast,5
This is the worst game I have ever installed I would of said played instead of installed but I can't do you know why it didn't even let me in the game and when it loaded it kicked me out of the game in a second and when it kicked me out it changed my wallpaper and now I have to get it back this game is bs I am UNINSTALLING right now everyone this is a SCAM their just making this for the money not for the community to enjoy BEAWHER this game is a big fat SCAM,1
👍👎✌🤞🖐👌🖖😉😉😉😉😉😉😉😉😉😉😉😉😉😉,5
This the best game,5
Really fun to play!,4
Goog,5
Fun game,5
Nice game but its not working fast when my data is on and many ads are in this app,4
I hate to say but this has 3 problems 1: too many adds 2: doesn't work 3: I hate it Pls I request do not download this app very bad people,1
Lol first time here but I know how good this game is so cool and easy,5
Mast,5
Good,4
Nice😁😆,5
It's fun at level 157 lol,5
Adds disturbing...,2
Nice,5
Nice,4
Good,4
It is a funny game to play and follow me on tik tok it is canibeabadkid follow me please,5
Best,4
Just a tool to get your personal data,1
Lovely n enjoyable game....Mindblowing...,5
So satisfying,5
Kinda laging but I give it a 5 stars bc It's fun to play and you should download it,5
To laggy,4
Relaxed,4
This game is very relaxing and extremely enjoyable game,5
An ad after every level. Ads all over the screen when you play.,1
Too many ads,1
"Two ads after every level, an ad constantly on the screen, two ads when you have to retry a level. The levels are shorter than the ads.",1
It is good but not the best,5
Good game but way to laggy deleting,3
I mean u need more levels but either then that I love the game I think it's cool and u should should add more stuff to it so it could be better then before and it's kinda like u know not fun anymore😅 it's boring now that's why u should add more stuff that's why I said I wanted u to add different levels.,3
Game ini bagus sampai bikin greget,5
This is so cool 😎 😍 👏 🙌 ♥ 😄 😎 😍 game,5
I love it,5
PUTANGINAMO PAKYOU KA PANGET MO GAGO KA WLA KNG KWENTANG LARO TANGINAMO!😠,5
This game is the fun game for life get now bye loves 2,5
Og gujcc,5
Nice,5
It never gets harder,4
I LOVE THIS THIS GAME poop,5
Super enjoying and fun 🥰,5
Goooooood,5
